AAR,BYDEL,ALDERSKAT,IETYPE,SOC_GRUPPE,SOCSTIL,PERSONER
2001,10,1,2,1,135,8
2001,10,1,2,1,136,4
2001,10,1,2,3,340,3
2001,10,1,2,3,400,375
2001,10,1,3,1,134,3
2001,10,1,3,1,135,4
2001,10,1,3,1,136,13
2001,10,1,3,3,400,1446
2001,10,2,1,1,115,5
2001,10,2,1,1,116,45
2001,10,2,1,1,117,2
2001,10,2,1,1,118,5
2001,10,2,1,1,131,4
2001,10,2,1,1,132,102
2001,10,2,1,1,133,262
2001,10,2,1,1,134,1994
2001,10,2,1,1,135,421
2001,10,2,1,1,136,883
2001,10,2,1,2,201,26
2001,10,2,1,2,202,9
2001,10,2,1,3,311,6
2001,10,2,1,3,312,2
2001,10,2,1,3,313,31
2001,10,2,1,3,315,36
2001,10,2,1,3,323,2
2001,10,2,1,3,331,16
2001,10,2,1,3,333,3
2001,10,2,1,3,340,110
2001,10,2,1,3,350,793
2001,10,2,1,3,360,224
2001,10,2,2,1,115,2
2001,10,2,2,1,116,13
2001,10,2,2,1,118,2
2001,10,2,2,1,132,9
2001,10,2,2,1,133,19
2001,10,2,2,1,134,158
2001,10,2,2,1,135,68
2001,10,2,2,1,136,115
2001,10,2,2,2,201,8
2001,10,2,2,3,311,1
2001,10,2,2,3,312,2
2001,10,2,2,3,313,17
2001,10,2,2,3,315,15
2001,10,2,2,3,318,1
2001,10,2,2,3,331,3
2001,10,2,2,3,340,62
2001,10,2,2,3,350,139
2001,10,2,2,3,360,240
2001,10,2,3,1,115,1
2001,10,2,3,1,116,13
2001,10,2,3,1,117,1
2001,10,2,3,1,118,1
2001,10,2,3,1,131,3
2001,10,2,3,1,132,3
2001,10,2,3,1,133,8
2001,10,2,3,1,134,97
2001,10,2,3,1,135,41
2001,10,2,3,1,136,66
2001,10,2,3,2,201,3
2001,10,2,3,2,202,1
2001,10,2,3,3,312,1
2001,10,2,3,3,313,3
2001,10,2,3,3,315,5
2001,10,2,3,3,331,2
2001,10,2,3,3,340,12
2001,10,2,3,3,350,91
2001,10,2,3,3,360,32
2001,10,3,1,1,115,17
2001,10,3,1,1,116,90
2001,10,3,1,1,117,6
2001,10,3,1,1,118,3
2001,10,3,1,1,120,1
2001,10,3,1,1,131,17
2001,10,3,1,1,132,549
2001,10,3,1,1,133,654
2001,10,3,1,1,134,1656
2001,10,3,1,1,135,264
2001,10,3,1,1,136,537
2001,10,3,1,2,201,122
2001,10,3,1,2,202,5
2001,10,3,1,3,311,7
2001,10,3,1,3,312,30
2001,10,3,1,3,313,32
2001,10,3,1,3,315,53
2001,10,3,1,3,318,4
2001,10,3,1,3,322,1
2001,10,3,1,3,323,4
2001,10,3,1,3,331,49
2001,10,3,1,3,340,103
2001,10,3,1,3,350,363
2001,10,3,1,3,360,99
2001,10,3,2,1,115,2
2001,10,3,2,1,116,15
2001,10,3,2,1,117,5
2001,10,3,2,1,118,1
2001,10,3,2,1,131,2
2001,10,3,2,1,132,30
2001,10,3,2,1,133,19
2001,10,3,2,1,134,120
2001,10,3,2,1,135,76
2001,10,3,2,1,136,106
2001,10,3,2,2,201,40
2001,10,3,2,2,202,4
2001,10,3,2,3,311,4
2001,10,3,2,3,312,13
2001,10,3,2,3,313,29
2001,10,3,2,3,315,22
2001,10,3,2,3,318,5
2001,10,3,2,3,322,1
2001,10,3,2,3,331,2
2001,10,3,2,3,340,108
2001,10,3,2,3,350,50
2001,10,3,2,3,360,157
2001,10,3,3,1,117,1
2001,10,3,3,1,131,1
2001,10,3,3,1,132,5
2001,10,3,3,1,133,9
2001,10,3,3,1,134,32
2001,10,3,3,1,135,5
2001,10,3,3,1,136,9
2001,10,3,3,2,201,10
2001,10,3,3,2,202,1
2001,10,3,3,3,312,1
2001,10,3,3,3,313,1
2001,10,3,3,3,315,3
2001,10,3,3,3,331,2
2001,10,3,3,3,340,10
2001,10,3,3,3,350,6
2001,10,3,3,3,360,12
2001,10,4,1,1,115,152
2001,10,4,1,1,116,409
2001,10,4,1,1,117,38
2001,10,4,1,1,118,39
2001,10,4,1,1,120,11
2001,10,4,1,1,131,205
2001,10,4,1,1,132,1877
2001,10,4,1,1,133,2110
2001,10,4,1,1,134,4504
2001,10,4,1,1,135,1340
2001,10,4,1,1,136,1303
2001,10,4,1,2,201,551
2001,10,4,1,2,202,16
2001,10,4,1,3,311,41
2001,10,4,1,3,312,106
2001,10,4,1,3,313,61
2001,10,4,1,3,315,130
2001,10,4,1,3,318,10
2001,10,4,1,3,322,5
2001,10,4,1,3,323,45
2001,10,4,1,3,325,135
2001,10,4,1,3,331,1455
2001,10,4,1,3,333,9
2001,10,4,1,3,340,531
2001,10,4,1,3,350,89
2001,10,4,1,3,360,340
2001,10,4,2,1,115,65
2001,10,4,2,1,116,147
2001,10,4,2,1,117,37
2001,10,4,2,1,118,21
2001,10,4,2,1,120,10
2001,10,4,2,1,131,10
2001,10,4,2,1,132,169
2001,10,4,2,1,133,134
2001,10,4,2,1,134,516
2001,10,4,2,1,135,418
2001,10,4,2,1,136,323
2001,10,4,2,2,201,193
2001,10,4,2,2,202,6
2001,10,4,2,3,311,21
2001,10,4,2,3,312,45
2001,10,4,2,3,313,69
2001,10,4,2,3,315,128
2001,10,4,2,3,318,12
2001,10,4,2,3,322,2
2001,10,4,2,3,323,6
2001,10,4,2,3,325,45
2001,10,4,2,3,331,175
2001,10,4,2,3,333,1
2001,10,4,2,3,340,495
2001,10,4,2,3,350,31
2001,10,4,2,3,360,328
2001,10,4,3,1,116,1
2001,10,4,3,1,117,1
2001,10,4,3,1,120,1
2001,10,4,3,1,132,7
2001,10,4,3,1,133,6
2001,10,4,3,1,134,25
2001,10,4,3,1,135,3
2001,10,4,3,1,136,6
2001,10,4,3,2,201,4
2001,10,4,3,3,311,1
2001,10,4,3,3,312,1
2001,10,4,3,3,315,3
2001,10,4,3,3,323,1
2001,10,4,3,3,331,6
2001,10,4,3,3,340,2
2001,10,4,3,3,360,4
2001,10,5,1,1,115,13
2001,10,5,1,1,116,34
2001,10,5,1,1,117,9
2001,10,5,1,1,118,3
2001,10,5,1,1,120,2
2001,10,5,1,1,131,13
2001,10,5,1,1,132,47
2001,10,5,1,1,133,64
2001,10,5,1,1,134,147
2001,10,5,1,1,135,63
2001,10,5,1,1,136,77
2001,10,5,1,2,201,20
2001,10,5,1,3,313,1
2001,10,5,1,3,323,3
2001,10,5,1,3,324,872
2001,10,5,1,3,331,623
2001,10,5,1,3,333,9
2001,10,5,1,3,340,14
2001,10,5,1,3,360,109
2001,10,5,2,1,115,2
2001,10,5,2,1,117,1
2001,10,5,2,1,118,3
2001,10,5,2,1,132,2
2001,10,5,2,1,133,3
2001,10,5,2,1,134,10
2001,10,5,2,1,135,9
2001,10,5,2,1,136,4
2001,10,5,2,2,201,1
2001,10,5,2,3,315,1
2001,10,5,2,3,324,82
2001,10,5,2,3,331,66
2001,10,5,2,3,340,14
2001,10,5,2,3,360,17
2001,10,5,3,3,324,1
2001,10,5,3,3,360,1
2001,10,6,1,1,115,11
2001,10,6,1,1,116,33
2001,10,6,1,1,120,2
2001,10,6,1,1,131,1
2001,10,6,1,1,132,11
2001,10,6,1,1,133,4
2001,10,6,1,1,134,35
2001,10,6,1,1,135,24
2001,10,6,1,1,136,49
2001,10,6,1,3,329,4695
2001,10,6,1,3,333,1
2001,10,6,1,3,360,7
2001,10,6,2,1,134,1
2001,10,6,2,1,136,4
2001,10,6,2,3,329,273
2001,10,6,2,3,340,17
2001,10,6,2,3,360,19
2001,10,6,3,3,329,3
2001,10,6,3,3,360,4
2001,99,1,1,3,400,53
2001,99,1,2,3,400,57
2001,99,1,3,3,400,72
2001,99,2,1,1,116,4
2001,99,2,1,1,118,2
2001,99,2,1,1,133,2
2001,99,2,1,1,134,35
2001,99,2,1,1,135,12
2001,99,2,1,1,136,37
2001,99,2,1,2,202,5
2001,99,2,1,3,311,2
2001,99,2,1,3,312,1
2001,99,2,1,3,313,5
2001,99,2,1,3,315,6
2001,99,2,1,3,331,3
2001,99,2,1,3,333,1
2001,99,2,1,3,340,78
2001,99,2,1,3,350,9
2001,99,2,1,3,360,69
2001,99,2,2,1,116,3
2001,99,2,2,1,117,1
2001,99,2,2,1,118,3
2001,99,2,2,1,132,1
2001,99,2,2,1,134,18
2001,99,2,2,1,135,10
2001,99,2,2,1,136,14
2001,99,2,2,2,201,1
2001,99,2,2,2,202,1
2001,99,2,2,3,311,2
2001,99,2,2,3,312,3
2001,99,2,2,3,313,5
2001,99,2,2,3,315,2
2001,99,2,2,3,331,1
2001,99,2,2,3,340,28
2001,99,2,2,3,350,11
2001,99,2,2,3,360,144
2001,99,2,3,1,116,1
2001,99,2,3,1,134,10
2001,99,2,3,1,135,2
2001,99,2,3,1,136,4
2001,99,2,3,3,311,1
2001,99,2,3,3,312,1
2001,99,2,3,3,340,11
2001,99,2,3,3,360,18
2001,99,3,1,1,115,1
2001,99,3,1,1,116,6
2001,99,3,1,1,118,4
2001,99,3,1,1,131,1
2001,99,3,1,1,132,3
2001,99,3,1,1,133,11
2001,99,3,1,1,134,51
2001,99,3,1,1,135,12
2001,99,3,1,1,136,21
2001,99,3,1,2,201,2
2001,99,3,1,2,202,4
2001,99,3,1,3,311,2
2001,99,3,1,3,313,2
2001,99,3,1,3,315,6
2001,99,3,1,3,323,1
2001,99,3,1,3,331,14
2001,99,3,1,3,340,81
2001,99,3,1,3,350,12
2001,99,3,1,3,360,79
2001,99,3,2,1,116,6
2001,99,3,2,1,117,1
2001,99,3,2,1,118,1
2001,99,3,2,1,132,1
2001,99,3,2,1,133,1
2001,99,3,2,1,134,8
2001,99,3,2,1,135,11
2001,99,3,2,1,136,11
2001,99,3,2,2,201,3
2001,99,3,2,2,202,2
2001,99,3,2,3,312,2
2001,99,3,2,3,313,3
2001,99,3,2,3,318,2
2001,99,3,2,3,331,2
2001,99,3,2,3,340,30
2001,99,3,2,3,350,10
2001,99,3,2,3,360,219
2001,99,3,3,1,116,1
2001,99,3,3,1,117,1
2001,99,3,3,1,133,1
2001,99,3,3,1,134,2
2001,99,3,3,1,136,3
2001,99,3,3,2,201,2
2001,99,3,3,3,313,1
2001,99,3,3,3,315,1
2001,99,3,3,3,340,4
2001,99,3,3,3,350,1
2001,99,3,3,3,360,8
2001,99,4,1,1,115,5
2001,99,4,1,1,116,43
2001,99,4,1,1,117,8
2001,99,4,1,1,118,16
2001,99,4,1,1,131,2
2001,99,4,1,1,132,26
2001,99,4,1,1,133,19
2001,99,4,1,1,134,84
2001,99,4,1,1,135,72
2001,99,4,1,1,136,73
2001,99,4,1,2,201,17
2001,99,4,1,2,202,15
2001,99,4,1,3,311,13
2001,99,4,1,3,312,3
2001,99,4,1,3,313,12
2001,99,4,1,3,315,14
2001,99,4,1,3,318,1
2001,99,4,1,3,323,3
2001,99,4,1,3,325,3
2001,99,4,1,3,331,257
2001,99,4,1,3,340,290
2001,99,4,1,3,350,4
2001,99,4,1,3,360,206
2001,99,4,2,1,115,2
2001,99,4,2,1,116,18
2001,99,4,2,1,117,9
2001,99,4,2,1,118,21
2001,99,4,2,1,132,3
2001,99,4,2,1,133,2
2001,99,4,2,1,134,24
2001,99,4,2,1,135,24
2001,99,4,2,1,136,25
2001,99,4,2,2,201,9
2001,99,4,2,2,202,7
2001,99,4,2,3,311,2
2001,99,4,2,3,312,4
2001,99,4,2,3,313,14
2001,99,4,2,3,315,4
2001,99,4,2,3,318,3
2001,99,4,2,3,331,34
2001,99,4,2,3,340,133
2001,99,4,2,3,350,2
2001,99,4,2,3,360,485
2001,99,4,3,1,118,1
2001,99,4,3,1,132,1
2001,99,4,3,1,133,1
2001,99,4,3,1,134,1
2001,99,4,3,1,135,1
2001,99,4,3,3,331,1
2001,99,4,3,3,340,1
2001,99,4,3,3,360,3
2001,99,5,1,1,118,1
2001,99,5,1,1,135,1
2001,99,5,1,1,136,1
2001,99,5,1,3,313,1
2001,99,5,1,3,324,4
2001,99,5,1,3,331,18
2001,99,5,1,3,340,4
2001,99,5,1,3,360,9
2001,99,5,2,1,116,1
2001,99,5,2,1,134,1
2001,99,5,2,3,324,2
2001,99,5,2,3,331,1
2001,99,5,2,3,340,2
2001,99,5,2,3,360,7
2001,99,6,1,3,329,11
2001,99,6,1,3,360,7
2001,99,6,2,3,340,2
2001,99,6,2,3,360,11
2000,1,1,1,1,132,1
2000,1,1,1,1,133,3
2000,1,1,1,1,134,8
2000,1,1,1,1,135,9
2000,1,1,1,1,136,57
2000,1,1,1,3,400,4720
2000,1,1,2,1,135,1
2000,1,1,2,1,136,4
2000,1,1,2,3,340,3
2000,1,1,2,3,400,177
2000,1,1,3,1,136,5
2000,1,1,3,3,400,231
2000,1,2,1,1,115,6
2000,1,2,1,1,116,71
2000,1,2,1,1,118,9
2000,1,2,1,1,131,2
2000,1,2,1,1,132,146
2000,1,2,1,1,133,197
2000,1,2,1,1,134,1588
2000,1,2,1,1,135,308
2000,1,2,1,1,136,1039
2000,1,2,1,2,201,20
2000,1,2,1,2,202,10
2000,1,2,1,3,311,5
2000,1,2,1,3,313,18
2000,1,2,1,3,315,17
2000,1,2,1,3,318,1
2000,1,2,1,3,322,1
2000,1,2,1,3,331,4
2000,1,2,1,3,333,7
2000,1,2,1,3,340,33
2000,1,2,1,3,350,768
2000,1,2,1,3,360,335
2000,1,2,2,1,115,1
2000,1,2,2,1,116,3
2000,1,2,2,1,118,1
2000,1,2,2,1,132,9
2000,1,2,2,1,133,10
2000,1,2,2,1,134,38
2000,1,2,2,1,135,18
2000,1,2,2,1,136,86
2000,1,2,2,2,202,3
2000,1,2,2,3,311,1
2000,1,2,2,3,313,4
2000,1,2,2,3,340,7
2000,1,2,2,3,350,50
2000,1,2,2,3,360,242
2000,1,2,3,1,116,2
2000,1,2,3,1,132,3
2000,1,2,3,1,133,3
2000,1,2,3,1,134,21
2000,1,2,3,1,135,6
2000,1,2,3,1,136,23
2000,1,2,3,2,201,2
2000,1,2,3,3,350,22
2000,1,2,3,3,360,23
2000,1,3,1,1,115,43
2000,1,3,1,1,116,204
2000,1,3,1,1,117,6
2000,1,3,1,1,118,16
2000,1,3,1,1,131,29
2000,1,3,1,1,132,988
2000,1,3,1,1,133,830
2000,1,3,1,1,134,1523
2000,1,3,1,1,135,189
2000,1,3,1,1,136,838
2000,1,3,1,2,201,161
2000,1,3,1,2,202,12
2000,1,3,1,3,311,11
2000,1,3,1,3,312,24
2000,1,3,1,3,313,17
2000,1,3,1,3,315,59
2000,1,3,1,3,318,10
2000,1,3,1,3,322,9
2000,1,3,1,3,323,3
2000,1,3,1,3,331,6
2000,1,3,1,3,340,34
2000,1,3,1,3,350,449
2000,1,3,1,3,360,211
2000,1,3,2,1,115,1
2000,1,3,2,1,116,9
2000,1,3,2,1,117,3
2000,1,3,2,1,118,2
2000,1,3,2,1,131,1
2000,1,3,2,1,132,65
2000,1,3,2,1,133,35
2000,1,3,2,1,134,67
2000,1,3,2,1,135,28
2000,1,3,2,1,136,114
2000,1,3,2,2,201,11
2000,1,3,2,2,202,2
2000,1,3,2,3,311,1
2000,1,3,2,3,312,5
2000,1,3,2,3,313,4
2000,1,3,2,3,315,2
2000,1,3,2,3,323,1
2000,1,3,2,3,331,1
2000,1,3,2,3,340,11
2000,1,3,2,3,350,37
2000,1,3,2,3,360,241
2000,1,3,3,1,116,4
2000,1,3,3,1,117,1
2000,1,3,3,1,132,7
2000,1,3,3,1,133,8
2000,1,3,3,1,134,15
2000,1,3,3,1,135,3
2000,1,3,3,1,136,9
2000,1,3,3,2,201,2
2000,1,3,3,3,340,1
2000,1,3,3,3,350,6
2000,1,3,3,3,360,8
2000,1,4,1,1,115,400
2000,1,4,1,1,116,814
2000,1,4,1,1,117,89
2000,1,4,1,1,118,118
2000,1,4,1,1,120,22
2000,1,4,1,1,131,654
2000,1,4,1,1,132,4713
2000,1,4,1,1,133,2775
2000,1,4,1,1,134,3081
2000,1,4,1,1,135,528
2000,1,4,1,1,136,850
2000,1,4,1,2,201,610
2000,1,4,1,2,202,21
2000,1,4,1,3,311,28
2000,1,4,1,3,312,155
2000,1,4,1,3,313,41
2000,1,4,1,3,315,108
2000,1,4,1,3,318,29
2000,1,4,1,3,322,12
2000,1,4,1,3,323,43
2000,1,4,1,3,325,165
2000,1,4,1,3,331,738
2000,1,4,1,3,333,6
2000,1,4,1,3,340,326
2000,1,4,1,3,350,163
2000,1,4,1,3,360,735
2000,1,4,2,1,115,43
2000,1,4,2,1,116,135
2000,1,4,2,1,117,17
2000,1,4,2,1,118,14
2000,1,4,2,1,120,6
2000,1,4,2,1,131,43
2000,1,4,2,1,132,383
2000,1,4,2,1,133,186
2000,1,4,2,1,134,288
2000,1,4,2,1,135,130
2000,1,4,2,1,136,432
2000,1,4,2,2,201,97
2000,1,4,2,2,202,9
2000,1,4,2,3,311,11
2000,1,4,2,3,312,28
2000,1,4,2,3,313,24
2000,1,4,2,3,315,16
2000,1,4,2,3,318,6
2000,1,4,2,3,322,1
2000,1,4,2,3,323,4
2000,1,4,2,3,325,26
2000,1,4,2,3,331,77
2000,1,4,2,3,333,1
2000,1,4,2,3,340,100
2000,1,4,2,3,350,26
2000,1,4,2,3,360,788
2000,1,4,3,1,115,5
2000,1,4,3,1,116,11
2000,1,4,3,1,118,1
2000,1,4,3,1,131,4
2000,1,4,3,1,132,39
2000,1,4,3,1,133,23
2000,1,4,3,1,134,12
2000,1,4,3,1,135,6
2000,1,4,3,1,136,12
2000,1,4,3,2,201,3
2000,1,4,3,3,311,1
2000,1,4,3,3,312,1
2000,1,4,3,3,313,1
2000,1,4,3,3,315,1
2000,1,4,3,3,331,2
2000,1,4,3,3,340,3
2000,1,4,3,3,350,3
2000,1,4,3,3,360,12
2000,1,5,1,1,115,55
2000,1,5,1,1,116,87
2000,1,5,1,1,117,11
2000,1,5,1,1,118,21
2000,1,5,1,1,120,3
2000,1,5,1,1,131,68
2000,1,5,1,1,132,281
2000,1,5,1,1,133,105
2000,1,5,1,1,134,138
2000,1,5,1,1,135,43
2000,1,5,1,1,136,42
2000,1,5,1,2,201,37
2000,1,5,1,2,202,1
2000,1,5,1,3,313,1
2000,1,5,1,3,315,2
2000,1,5,1,3,324,606
2000,1,5,1,3,331,365
2000,1,5,1,3,333,47
2000,1,5,1,3,340,8
2000,1,5,1,3,350,1
2000,1,5,1,3,360,141
2000,1,5,2,1,115,1
2000,1,5,2,1,116,12
2000,1,5,2,1,117,1
2000,1,5,2,1,118,3
2000,1,5,2,1,131,3
2000,1,5,2,1,132,35
2000,1,5,2,1,133,9
2000,1,5,2,1,134,12
2000,1,5,2,1,135,4
2000,1,5,2,1,136,13
2000,1,5,2,2,201,3
2000,1,5,2,3,324,55
2000,1,5,2,3,331,29
2000,1,5,2,3,333,2
2000,1,5,2,3,340,2
2000,1,5,2,3,360,48
2000,1,5,3,1,117,1
2000,1,5,3,1,135,1
2000,1,5,3,3,324,1
2000,1,5,3,3,331,2
2000,1,6,1,1,115,38
2000,1,6,1,1,116,103
2000,1,6,1,1,118,3
2000,1,6,1,1,120,5
2000,1,6,1,1,131,34
2000,1,6,1,1,132,80
2000,1,6,1,1,133,27
2000,1,6,1,1,134,53
2000,1,6,1,1,135,27
2000,1,6,1,1,136,39
2000,1,6,1,3,329,3591
2000,1,6,1,3,333,5
2000,1,6,1,3,350,1
2000,1,6,1,3,360,11
2000,1,6,2,1,115,4
2000,1,6,2,1,116,5
2000,1,6,2,1,118,1
2000,1,6,2,1,131,2
2000,1,6,2,1,132,6
2000,1,6,2,1,133,6
2000,1,6,2,1,134,4
2000,1,6,2,1,135,1
2000,1,6,2,1,136,8
2000,1,6,2,3,329,282
2000,1,6,2,3,333,2
2000,1,6,2,3,340,7
2000,1,6,2,3,360,17
2000,1,6,3,1,132,2
2000,1,6,3,3,329,8
2000,1,6,3,3,340,1
2000,1,6,3,3,360,3
2000,2,1,1,1,133,2
2000,2,1,1,1,134,24
2000,2,1,1,1,135,12
2000,2,1,1,1,136,76
2000,2,1,1,3,340,1
2000,2,1,1,3,400,7629
2000,2,1,2,1,134,1
2000,2,1,2,1,135,3
2000,2,1,2,1,136,5
2000,2,1,2,3,400,266
2000,2,1,3,1,133,1
2000,2,1,3,1,134,1
2000,2,1,3,1,135,1
2000,2,1,3,1,136,10
2000,2,1,3,3,400,716
2000,2,2,1,1,115,15
2000,2,2,1,1,116,76
2000,2,2,1,1,118,5
2000,2,2,1,1,131,9
2000,2,2,1,1,132,200
2000,2,2,1,1,133,402
2000,2,2,1,1,134,2738
2000,2,2,1,1,135,475
2000,2,2,1,1,136,1452
2000,2,2,1,2,201,38
2000,2,2,1,2,202,48
2000,2,2,1,3,311,5
2000,2,2,1,3,312,12
2000,2,2,1,3,313,22
2000,2,2,1,3,315,41
2000,2,2,1,3,318,5
2000,2,2,1,3,322,1
2000,2,2,1,3,323,1
2000,2,2,1,3,331,8
2000,2,2,1,3,333,7
2000,2,2,1,3,340,89
2000,2,2,1,3,350,1045
2000,2,2,1,3,360,390
2000,2,2,2,1,115,1
2000,2,2,2,1,116,13
2000,2,2,2,1,117,2
2000,2,2,2,1,132,5
2000,2,2,2,1,133,16
2000,2,2,2,1,134,87
2000,2,2,2,1,135,33
2000,2,2,2,1,136,101
2000,2,2,2,2,201,6
2000,2,2,2,2,202,5
2000,2,2,2,3,311,1
2000,2,2,2,3,312,2
2000,2,2,2,3,313,10
2000,2,2,2,3,315,14
2000,2,2,2,3,318,2
2000,2,2,2,3,340,22
2000,2,2,2,3,350,84
2000,2,2,2,3,360,262
2000,2,2,3,1,115,1
2000,2,2,3,1,116,3
2000,2,2,3,1,117,1
2000,2,2,3,1,132,4
2000,2,2,3,1,133,8
2000,2,2,3,1,134,64
2000,2,2,3,1,135,17
2000,2,2,3,1,136,39
2000,2,2,3,2,201,3
2000,2,2,3,2,202,2
2000,2,2,3,3,313,4
2000,2,2,3,3,315,1
2000,2,2,3,3,323,1
2000,2,2,3,3,340,8
2000,2,2,3,3,350,56
2000,2,2,3,3,360,30
2000,2,3,1,1,115,42
2000,2,3,1,1,116,217
2000,2,3,1,1,117,11
2000,2,3,1,1,118,13
2000,2,3,1,1,120,1
2000,2,3,1,1,131,54
2000,2,3,1,1,132,1804
2000,2,3,1,1,133,1791
2000,2,3,1,1,134,2748
2000,2,3,1,1,135,358
2000,2,3,1,1,136,1239
2000,2,3,1,2,201,236
2000,2,3,1,2,202,33
2000,2,3,1,3,311,11
2000,2,3,1,3,312,34
2000,2,3,1,3,313,15
2000,2,3,1,3,315,80
2000,2,3,1,3,318,13
2000,2,3,1,3,322,6
2000,2,3,1,3,323,6
2000,2,3,1,3,331,21
2000,2,3,1,3,340,73
2000,2,3,1,3,350,681
2000,2,3,1,3,360,221
2000,2,3,2,1,115,6
2000,2,3,2,1,116,17
2000,2,3,2,1,117,6
2000,2,3,2,1,118,4
2000,2,3,2,1,120,1
2000,2,3,2,1,131,2
2000,2,3,2,1,132,77
2000,2,3,2,1,133,48
2000,2,3,2,1,134,117
2000,2,3,2,1,135,60
2000,2,3,2,1,136,167
2000,2,3,2,2,201,25
2000,2,3,2,2,202,11
2000,2,3,2,3,312,6
2000,2,3,2,3,313,7
2000,2,3,2,3,315,23
2000,2,3,2,3,318,5
2000,2,3,2,3,323,1
2000,2,3,2,3,340,43
2000,2,3,2,3,350,48
2000,2,3,2,3,360,275
2000,2,3,3,1,116,5
2000,2,3,3,1,118,1
2000,2,3,3,1,132,17
2000,2,3,3,1,133,9
2000,2,3,3,1,134,31
2000,2,3,3,1,135,4
2000,2,3,3,1,136,15
2000,2,3,3,2,201,5
2000,2,3,3,2,202,2
2000,2,3,3,3,311,2
2000,2,3,3,3,312,1
2000,2,3,3,3,313,1
2000,2,3,3,3,315,2
2000,2,3,3,3,322,1
2000,2,3,3,3,331,1
2000,2,3,3,3,340,5
2000,2,3,3,3,350,5
2000,2,3,3,3,360,8
2000,2,4,1,1,115,297
2000,2,4,1,1,116,754
2000,2,4,1,1,117,83
2000,2,4,1,1,118,77
2000,2,4,1,1,120,19
2000,2,4,1,1,131,641
2000,2,4,1,1,132,5854
2000,2,4,1,1,133,4769
2000,2,4,1,1,134,5658
2000,2,4,1,1,135,1166
2000,2,4,1,1,136,1006
2000,2,4,1,2,201,772
2000,2,4,1,2,202,93
2000,2,4,1,3,311,36
2000,2,4,1,3,312,178
2000,2,4,1,3,313,36
2000,2,4,1,3,315,147
2000,2,4,1,3,318,38
2000,2,4,1,3,322,11
2000,2,4,1,3,323,63
2000,2,4,1,3,325,152
2000,2,4,1,3,331,1293
2000,2,4,1,3,333,7
2000,2,4,1,3,340,364
2000,2,4,1,3,350,235
2000,2,4,1,3,360,644
2000,2,4,2,1,115,57
2000,2,4,2,1,116,166
2000,2,4,2,1,117,33
2000,2,4,2,1,118,18
2000,2,4,2,1,120,9
2000,2,4,2,1,131,33
2000,2,4,2,1,132,484
2000,2,4,2,1,133,277
2000,2,4,2,1,134,481
2000,2,4,2,1,135,253
2000,2,4,2,1,136,294
2000,2,4,2,2,201,187
2000,2,4,2,2,202,19
2000,2,4,2,3,311,8
2000,2,4,2,3,312,49
2000,2,4,2,3,313,31
2000,2,4,2,3,315,75
2000,2,4,2,3,318,8
2000,2,4,2,3,322,2
2000,2,4,2,3,323,9
2000,2,4,2,3,325,54
2000,2,4,2,3,331,127
2000,2,4,2,3,340,184
2000,2,4,2,3,350,35
2000,2,4,2,3,360,661
2000,2,4,3,1,115,1
2000,2,4,3,1,116,10
2000,2,4,3,1,117,1
2000,2,4,3,1,118,1
2000,2,4,3,1,131,2
2000,2,4,3,1,132,31
2000,2,4,3,1,133,26
2000,2,4,3,1,134,31
2000,2,4,3,1,135,2
2000,2,4,3,1,136,9
2000,2,4,3,2,201,5
2000,2,4,3,3,312,2
2000,2,4,3,3,313,1
2000,2,4,3,3,315,1
2000,2,4,3,3,331,6
2000,2,4,3,3,340,1
2000,2,4,3,3,350,1
2000,2,4,3,3,360,6
2000,2,5,1,1,115,29
2000,2,5,1,1,116,68
2000,2,5,1,1,117,5
2000,2,5,1,1,118,8
2000,2,5,1,1,120,2
2000,2,5,1,1,131,53
2000,2,5,1,1,132,164
2000,2,5,1,1,133,161
2000,2,5,1,1,134,232
2000,2,5,1,1,135,69
2000,2,5,1,1,136,36
2000,2,5,1,2,201,31
2000,2,5,1,2,202,2
2000,2,5,1,3,323,2
2000,2,5,1,3,324,982
2000,2,5,1,3,331,673
2000,2,5,1,3,333,53
2000,2,5,1,3,340,8
2000,2,5,1,3,350,1
2000,2,5,1,3,360,115
2000,2,5,2,1,115,1
2000,2,5,2,1,116,5
2000,2,5,2,1,118,2
2000,2,5,2,1,120,1
2000,2,5,2,1,131,4
2000,2,5,2,1,132,14
2000,2,5,2,1,133,8
2000,2,5,2,1,134,22
2000,2,5,2,1,135,9
2000,2,5,2,1,136,6
2000,2,5,2,2,201,8
2000,2,5,2,2,202,1
2000,2,5,2,3,324,89
2000,2,5,2,3,331,73
2000,2,5,2,3,333,1
2000,2,5,2,3,340,8
2000,2,5,2,3,360,44
2000,2,5,3,1,131,1
2000,2,5,3,1,132,1
2000,2,5,3,1,133,2
2000,2,5,3,3,324,3
2000,2,5,3,3,331,1
2000,2,5,3,3,360,2
2000,2,6,1,1,115,24
2000,2,6,1,1,116,53
2000,2,6,1,1,120,1
2000,2,6,1,1,131,18
2000,2,6,1,1,132,40
2000,2,6,1,1,133,29
2000,2,6,1,1,134,75
2000,2,6,1,1,135,34
2000,2,6,1,1,136,40
2000,2,6,1,3,324,1
2000,2,6,1,3,329,7147
2000,2,6,1,3,360,6
2000,2,6,2,1,115,2
2000,2,6,2,1,116,1
2000,2,6,2,1,118,1
2000,2,6,2,1,120,1
